163	163	a
151	157	a
159	161	a
149	152	a
158	141	a
146	147	a
159	160	a
158	149	a
149	157	a
153	150	a
152	151	a
158	149	a
145	149	a
134	151	a
158	161	a
146	159	a
146	143	a
153	155	a
147	146	a
156	149	a
158	140	a
161	153	a
149	154	a
156	157	a
144	143	a
153	150	a
154	155	a
142	156	a
151	166	a
158	145	a
147	150	a
146	159	a
157	155	a
150	149	a
144	136	a
146	156	a
153	141	a
152	150	a
147	139	a
153	150	a
154	142	a
147	156	a
149	142	a
148	146	a
155	149	a
144	150	a
159	154	a
147	167	a
151	150	a
156	150	a
153	149	a
144	160	a
154	155	a
143	147	a
161	153	a
158	144	a
151	154	a
153	149	a
163	142	a
143	145	a
155	156	a
157	150	a
155	149	a
145	162	a
149	148	a
137	152	a
148	152	a
144	150	a
150	153	a
152	153	a
156	153	a
149	145	a
151	137	a
160	153	a
159	152	a
151	145	a
159	153	a
140	144	a
156	137	a
148	155	a
146	155	a
156	148	a
148	138	a
144	147	a
138	148	a
161	147	a
154	150	a
157	148	a
160	147	a
154	150	a
159	147	a
146	148	a
158	143	a
159	149	a
147	144	a
141	146	a
155	143	a
142	155	a
154	148	a
150	153	a
153	161	a
144	149	a
151	169	a
153	153	a
137	151	a
150	138	a
158	144	a
143	157	a
150	151	a
153	142	a
147	141	a
161	160	a
154	154	a
145	147	a
151	148	a
158	159	a
151	149	a
155	156	a
158	149	a
157	157	a
143	148	a
145	159	a
144	139	a
138	149	a
136	150	a
152	139	a
152	146	a
159	148	a
154	149	a
147	145	a
150	149	a
146	148	a
154	149	a
143	162	a
155	153	a
156	140	a
155	153	a
148	156	a
152	157	a
150	135	a
142	158	a
157	151	a
154	151	a
147	151	a
162	148	a
145	155	a
147	144	a
149	141	a
146	161	a
145	140	a
154	159	a
145	153	a
151	157	a
147	142	a
150	158	a
160	153	a
146	150	a
131	164	a
159	157	a
154	150	a
151	154	a
151	157	a
142	149	a
168	156	a
148	145	a
153	150	a
149	155	a
135	143	a
151	145	a
151	152	a
146	144	a
140	155	a
157	157	a
140	169	a
147	149	a
156	150	a
163	153	a
152	158	a
155	148	a
154	148	a
153	161	a
153	145	a
160	147	a
151	140	a
149	157	a
153	147	a
150	151	a
143	149	a
150	150	a
151	146	a
149	156	a
149	157	a
155	155	a
151	157	a
150	148	a
142	162	a
146	145	a
150	153	a
153	154	a
174	184	b
186	180	b
180	180	b
163	162	b
182	163	b
165	166	b
183	170	b
173	160	b
167	159	b
162	164	b
168	164	b
177	163	b
162	169	b
169	163	b
164	168	b
165	163	b
161	174	b
174	177	b
162	177	b
173	168	b
165	170	b
173	181	b
171	170	b
167	178	b
177	171	b
177	166	b
181	166	b
149	179	b
173	175	b
156	160	b
163	171	b
163	172	b
169	167	b
167	158	b
168	191	b
167	165	b
169	173	b
170	165	b
173	175	b
176	171	b
167	172	b
177	178	b
175	172	b
177	170	b
165	174	b
161	180	b
173	166	b
174	177	b
163	175	b
163	165	b
173	161	b
177	162	b
177	164	b
163	154	b
175	169	b
179	175	b
170	174	b
162	164	b
167	160	b
175	169	b
160	169	b
170	167	b
172	163	b
182	164	b
166	168	b
163	180	b
173	177	b
163	172	b
184	183	b
167	164	b
173	165	b
177	165	b
177	171	b
171	167	b
175	183	b
180	165	b
179	173	b
166	169	b
172	166	b
176	170	b
166	160	b
175	174	b
171	162	b
172	176	b
167	169	b
162	175	b
168	163	b
180	167	b
171	158	b
167	172	b
176	158	b
176	165	b
158	172	b
178	180	b
176	175	b
168	172	b
174	166	b
168	162	b
180	177	b
167	176	b
165	169	b
175	173	b
171	163	b
173	186	b
183	162	b
168	168	b
162	169	b
176	173	b
169	167	b
172	177	b
165	175	b
162	169	b
165	159	b
177	170	b
168	164	b
169	172	b
173	180	b
177	166	b
176	162	b
169	169	b
165	180	b
173	177	b
154	169	b
167	177	b
173	174	b
172	182	b
168	172	b
185	182	b
164	164	b
175	170	b
165	162	b
170	169	b
177	172	b
169	165	b
162	168	b
172	169	b
167	173	b
164	168	b
174	176	b
171	166	b
165	174	b
163	168	b
166	165	b
164	170	b
168	171	b
181	180	b
172	155	b
167	164	b
170	170	b
174	166	b
172	166	b
173	166	b
178	169	b
169	171	b
175	174	b
165	162	b
161	170	b
168	177	b
177	166	b
169	170	b
183	173	b
173	165	b
168	177	b
180	175	b
179	171	b
178	161	b
167	168	b
167	179	b
176	169	b
174	177	b
171	168	b
183	165	b
171	163	b
187	175	b
171	168	b
171	171	b
176	164	b
169	173	b
170	174	b
164	169	b
175	180	b
172	171	b
173	179	b
176	175	b
166	172	b
178	167	b
179	175	b
168	159	b
175	167	b
168	177	b
167	173	b
165	169	b
174	164	b
172	161	b
177	171	b
167	171	b
165	171	b
170	168	b
171	162	b
176	170	b
164	168	b
161	164	b
173	171	b
159	169	b
164	170	b
174	174	b
171	174	b
172	164	b
177	156	b
176	173	b
171	170	b
167	174	b
164	160	b
179	164	b
183	170	b
181	170	b
173	174	b
163	159	b
162	167	b
165	174	b
159	174	b
175	167	b
164	174	b
173	173	b
176	172	b
172	171	b
169	170	b
177	168	b
168	166	b
168	170	b
176	170	b
171	171	b
167	169	b
175	169	b
165	166	b
180	170	b
166	172	b
162	174	b
162	167	b
176	164	b
177	166	b
175	172	b
175	180	b
182	174	b
170	182	b
176	171	b
170	166	b
181	171	b
152	168	b
184	174	b
172	172	b
169	154	b
172	169	b
168	164	b
165	164	b
174	165	b
174	171	b
176	173	b
169	159	b
167	165	b
168	183	b
168	173	b
180	174	b
175	178	b
167	182	b
173	165	b
176	162	b
177	181	b
179	174	b
173	158	b
162	161	b
166	171	b
178	172	b
170	163	b
174	163	b
176	170	b
167	164	b
172	168	b
166	175	b
155	179	b
176	162	b
158	173	b
169	175	b
167	166	b
166	166	b
174	164	b
180	165	b
155	179	b
175	174	b
176	176	b
179	178	b
183	177	b
164	160	b
171	175	b
177	168	b
173	174	b
182	164	b
181	174	b
183	162	b
162	159	b
209	100	c
207	101	c
203	99	c
203	100	c
215	111	c
210	108	c
220	102	c
224	107	c
209	90	c
208	99	c
205	104	c
209	102	c
206	100	c
209	106	c
209	99	c
206	98	c
203	99	c
209	95	c
210	102	c
207	102	c
213	101	c
209	101	c
209	100	c
215	103	c
216	95	c
214	106	c
215	102	c
210	100	c
211	98	c
212	102	c
202	96	c
206	93	c
212	98	c
207	96	c
215	93	c
206	101	c
199	97	c
207	92	c
211	98	c
222	98	c
213	102	c
214	94	c
211	99	c
211	88	c
217	106	c
208	105	c
209	106	c
205	97	c
214	109	c
211	96	c
208	94	c
213	106	c
202	103	c
194	105	c
212	90	c
213	92	c
211	105	c
218	112	c
212	103	c
210	108	c
206	98	c
200	93	c
214	99	c
204	97	c
206	106	c
206	98	c
211	96	c
211	94	c
215	101	c
217	102	c
215	101	c
222	98	c
204	103	c
219	107	c
199	104	c
206	89	c
195	99	c
213	97	c
218	106	c
211	103	c
204	91	c
210	101	c
211	101	c
204	108	c
207	102	c
214	93	c
211	98	c
203	103	c
208	101	c
208	106	c
211	104	c
197	98	c
211	104	c
219	110	c
202	102	c
214	99	c
222	100	c
212	96	c
214	95	c
207	95	c
209	106	c
199	113	c
208	102	c
208	96	c
206	111	c
216	95	c
209	103	c
215	112	c
215	102	c
206	107	c
201	91	c
200	97	c
212	104	c
209	96	c
218	106	c
209	94	c
204	90	c
211	93	c
220	95	c
213	93	c
208	105	c
206	98	c
216	116	c
220	103	c
208	100	c
201	89	c
204	104	c
211	104	c
204	106	c
207	88	c
209	108	c
208	86	c
207	100	c
209	107	c
205	110	c
198	97	c
213	91	c
204	94	c
215	108	c
209	89	c
207	103	c
214	103	c
214	104	c
204	101	c
202	118	c
204	101	c
212	101	c
216	107	c
210	103	c
204	97	c
214	91	c
218	107	c
205	101	c
217	103	c
205	99	c
216	104	c
217	97	c
210	107	c
210	93	c
218	96	c
200	109	c
210	102	c
212	99	c
214	99	c
205	106	c
197	103	c
203	102	c
215	94	c
222	99	c
208	103	c
226	95	c
207	102	c
203	101	c
208	102	c
211	100	c
212	103	c
211	94	c
207	99	c
204	94	c
204	87	c
203	101	c
213	116	c
209	110	c
202	106	c
213	106	c
204	103	c
215	109	c
210	104	c
211	96	c
205	97	c
215	100	c
210	109	c
211	102	c
209	96	c
214	95	c
201	96	c
212	87	c
217	99	c
209	103	c
212	113	c
207	95	c
212	95	c
206	105	c
215	106	c
215	104	c
221	95	c
209	102	c
209	106	c
212	92	c
216	107	c
198	103	c
204	107	c
220	101	c
220	106	c
209	104	c
216	91	c
219	106	c
213	97	c
208	99	c
208	115	c
209	100	c
213	99	c
209	110	c
221	93	c
208	93	c
207	107	c
218	100	c
211	95	c
214	105	c
203	95	c
209	104	c
201	97	c
213	94	c
213	108	c
219	98	c
213	92	c
213	102	c
217	94	c
209	115	c
209	106	c
215	111	c
216	99	c
204	111	c
198	93	c
200	99	c
203	104	c
204	100	c
212	101	c
198	100	c
210	90	c
213	99	c
202	108	c
205	110	c
206	114	c
204	100	c
207	101	c
215	107	c
207	94	c
215	97	c
211	97	c
211	98	c
214	99	c
215	96	c
218	103	c
203	101	c
215	104	c
204	109	c
198	99	c
203	96	c
203	99	c
203	97	c
220	92	c
206	103	c
220	100	c
212	104	c
217	104	c
208	97	c
205	111	c
204	107	c
211	95	c
206	97	c
207	96	c
196	106	c
211	108	c
221	105	c
217	90	c
195	95	c
212	103	c
208	95	c
202	107	c
211	93	c
209	94	c
210	105	c
218	93	c
203	109	c
209	99	c
200	101	c
208	101	c
214	96	c
202	94	c
#
